content;tokens;tokens_ready;text;polarity;sentiment
Diperas terusssss  #pertalite  #pertamax #pertamina #14.30;['diperas', 'terusssss', 'pertalite', 'pertamax'];['peras', 'terusssss', 'pertalite', 'pertamax'];peras terusssss pertalite pertamax;0;1
BBM Pertamina Melonjak Tajam Mulai Hari Ini, Berikut Daftar Harga Terbarunya https://t.co/7cxt9NRwlE;['bbm', 'melonjak', 'tajam', 'daftar', 'harga', 'terbarunya'];['bbm', 'lonjak', 'tajam', 'daftar', 'harga'];bbm lonjak tajam daftar harga;8;1
Yang biasa nya pertamina jenis pertalite 20ribu hampir full tank dimotor supra X, sekarang kurang anjggg,, mending ke VIVO;['nya', 'jenis', 'pertalite', 'ribu', 'full', 'tank', 'dimotor', 'supra', 'anjing', 'mending'];['nya', 'jenis', 'pertalite', 'ribu', 'full', 'tank', 'motor', 'supra', 'anjing', 'mending'];nya jenis pertalite ribu full tank motor supra anjing mending;-2;0
@detikcom berarti ada kenalan ordal pertamina pasti. tp ya pasti ga akan ada tersangka dr pertamina.;['kenalan', 'ordal', 'tersangka'];['kenal', 'ordal', 'sangka'];kenal ordal sangka;6;1
Presiden Jokowi akhirnya menaikkan harga BBM subsidi. Pertamina Patra Niaga pastikan stoknya aman. https://t.co/QlJJzcWEgc;['presiden', 'jokowi', 'menaikkan', 'harga', 'bbm', 'subsidi', 'patra', 'niaga', 'pastikan', 'stoknya', 'aman'];['presiden', 'jokowi', 'harga', 'bbm', 'subsidi', 'patra', 'niaga', 'stok', 'aman'];presiden jokowi harga bbm subsidi patra niaga stok aman;3;1
@false10s @PradanaRastu1 @panditfootball Di indon pertamina semi monopoli harga, bbm asing dilarang jual di bawah harga pemerintah yg kek anjing 😊;['indon', 'semi', 'monopoli', 'harga', 'bbm', 'asing', 'dilarang', 'jual', 'harga', 'pemerintah', 'anjing'];['indon', 'semi', 'monopoli', 'harga', 'bbm', 'asing', 'larang', 'jual', 'harga', 'perintah', 'anjing'];indon semi monopoli harga bbm asing larang jual harga perintah anjing;5;1
@Staykrna sedih banget, web pertamina kalah sama lamtur 😭;['sedih', 'banget', 'web', 'kalah', 'lamtur'];['sedih', 'banget', 'web', 'kalah', 'lamtur'];sedih banget web kalah lamtur;-8;0
@ikibeael_ makanya kenalan sm dirut pertamina donk;['kenalan', 'direktur utama'];['kenal', 'direktur utama'];kenal direktur utama;6;1
Alhamdulillah.. Tuhan Yang Maha Esa tau kalau bangsa kita bangsa besar dan orang-orang kaya raya. #pertamina  #BUMN https://t.co/xOfB0CI1Ou;['alhamdulillah', 'tuhan', 'maha', 'esa', 'tau', 'bangsa', 'bangsa', 'orang', 'orang', 'kaya', 'raya', 'bumn'];['alhamdulillah', 'tuhan', 'maha', 'esa', 'tau', 'bangsa', 'bangsa', 'orang', 'orang', 'kaya', 'raya', 'bumn'];alhamdulillah tuhan maha esa tau bangsa bangsa orang orang kaya raya bumn;13;1
@CNNIndonesia Terima kasih Pak Ahok. Ini salah satu kerja Anda di Pertamina kan? Nggak rugi kami gaji Anda 2 M per bulan!  https://t.co/n9Rj9drAro;['terima', 'kasih', 'ahok', 'salah', 'kerja', 'rugi', 'gaji'];['terima', 'kasih', 'ahok', 'salah', 'kerja', 'rugi', 'gaji'];terima kasih ahok salah kerja rugi gaji;2;1
Bukan Hoaks, Akhirnya Harga Pertalite dan Solar Naik Jadi Rp10.000 Per Liter, ini Penjelasan Pertamina https://t.co/Z1x0FcYGau;['hoaks', 'harga', 'pertalite', 'solar', 'liter', 'penjelasan'];['hoaks', 'harga', 'pertalite', 'solar', 'liter'];hoaks harga pertalite solar liter;3;1
Pertamina Pastikan Ketersediaan Stok BBM Subsidi Aman https://t.co/vm6Rr3ub1o;['pastikan', 'ketersediaan', 'stok', 'bbm', 'subsidi', 'aman'];['sedia', 'stok', 'bbm', 'subsidi', 'aman'];sedia stok bbm subsidi aman;-1;0
Masing-masing pemenang berhak mendapatkan hadiah saldo LinkAja sebesar Rp 50.000. Bagi yang belum beruntung jangan lupa follow semua media sosial Pertamina Patra Niaga Regional Jawa Bagian Tengah @PatraNiagaRJBT untuk kuis kami selanjutnya.;['pemenang', 'berhak', 'hadiah', 'saldo', 'linkaja', 'beruntung', 'lupa', 'follow', 'media', 'sosial', 'patra', 'niaga', 'regional', 'jawa', 'kuis'];['menang', 'hak', 'hadiah', 'saldo', 'linkaja', 'untung', 'lupa', 'follow', 'media', 'sosial', 'patra', 'niaga', 'regional', 'jawa', 'kuis'];menang hak hadiah saldo linkaja untung lupa follow media sosial patra niaga regional jawa kuis;18;1
@historyofpersib Pipa nu ti penampungan pertamina gede bage ngocor keneh ka bumi bah?  Ieu aya seupan cau wae mah, bade ameng kaditu tapi isin kopi na seep;['pipa', 'penampungan', 'bage', 'ngocor', 'keneh', 'bumi', 'bah', 'ieu', 'aya', 'seupan', 'cau', 'mah', 'ameng', 'kaditu', 'malu', 'kopi', 'seep'];['pipa', 'tampung', 'bage', 'ngocor', 'keneh', 'bumi', 'bah', 'ieu', 'aya', 'upan', 'cau', 'mah', 'ameng', 'kaditu', 'malu', 'kopi', 'seep'];pipa tampung bage ngocor keneh bumi bah ieu aya upan cau mah ameng kaditu malu kopi seep;2;1
Temen gw yg gawe di pertamina aje ngeluh lol;['temen', 'gawe', 'ngeluh', 'lol'];['temen', 'gawe', 'ngeluh', 'lol'];temen gawe ngeluh lol;-4;0
@hrdbacot Iyaaa beneran, pertamina rame banget;['iyaaa', 'beneran', 'rame', 'banget'];['iyaaa', 'beneran', 'rame', 'banget'];iyaaa beneran rame banget;6;1
Selamat kepada #SobatPertamina yang beruntung pada #TebakanAsik Pertamina Patra Niaga RJBT edisi kali ini: Instagram @ratnamayasari220 @setiyarini16 Facebook Faizal Amri Jeu Jeuw Linna Twitter @ BSAdon @ yaniarifinsrg https://t.co/oESlx5LrRd;['selamat', 'sobatpertamina', 'beruntung', 'tebakanasik', 'patra', 'niaga', 'rjbt', 'edisi', 'kali', 'instagram', 'facebook', 'faizal', 'amri', 'jeu', 'jeuw', 'linna', 'twitter', 'bsadon', 'yaniarifinsrg'];['selamat', 'sobatpertamina', 'untung', 'tebakanasik', 'patra', 'niaga', 'rjbt', 'edisi', 'kali', 'instagram', 'facebook', 'faizal', 'amri', 'jeu', 'jeuw', 'linna', 'twitter', 'bsadon', 'yaniarifinsrg'];selamat sobatpertamina untung tebakanasik patra niaga rjbt edisi kali instagram facebook faizal amri jeu jeuw linna twitter bsadon yaniarifinsrg;8;1
Anggota Samapta Bripka Triyogo Patroli dialogis dan himbauan kamtibmas di SPBU pertamina Blok A Kebayoran Baru. @divisihumaspolri @humas.pmj @polres_metro_jakartaselatan  @ditbinmas.pmj  #polisijaksel #poldametrojaya #polripresisi #polres_metro_jakartaselatan #divisihumaspolri https://t.co/vK42ekkG13;['anggota', 'samapta', 'bripka', 'triyogo', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'block', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polripresisi', 'polres_metro_jakartaselatan', 'divisihumaspolri'];['anggota', 'samapta', 'bripka', 'triyogo', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'block', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polripresisi', 'polres metro jakartaselatan', 'divisihumaspolri'];anggota samapta bripka triyogo patroli dialogis himbauan kamtibmas spbu block kebayoran polisijaksel poldametrojaya polripresisi polres metro jakartaselatan divisihumaspolri;-5;0
BBM Naik, Ini Daftar Harga Terbaru dari Pertamina https://t.co/d3YLYxFpHp;['bbm', 'daftar', 'harga', 'terbaru'];['bbm', 'daftar', 'harga'];bbm daftar harga;4;1
Pantesan pertamina rame banget;['pantesan', 'rame', 'banget'];['pantesan', 'rame', 'banget'];pantesan rame banget;1;1
"Kerja sama Pertamina &amp; Pondera Wind Energy dalam pengembangan energi tenaga angin. Menteri BUMN @erickthohir Berkunjung ke Offshore Wind Farm Westermeerwind. #BangkitBersamaET https://t.co/2bRaai7oPF";['kerja', 'pondera', 'wind', 'energy', 'pengembangan', 'energi', 'tenaga', 'angin', 'menteri', 'bumn', 'berkunjung', 'offshore', 'wind', 'farm', 'westermeerwind', 'bangkitbersamaet'];['kerja', 'pondera', 'wind', 'energy', 'kembang', 'energi', 'tenaga', 'angin', 'menteri', 'bumn', 'kunjung', 'offshore', 'wind', 'farm', 'westermeerwind', 'bangkitbersamaet'];kerja pondera wind energy kembang energi tenaga angin menteri bumn kunjung offshore wind farm westermeerwind bangkitbersamaet;14;1
Yasudahlah naik tapi mohon jangan sulit. Sudah berbulan2 kesulitan membeli Pertalite (dan Solar) sementara Pertamina (atau BPH Migas?) sibuk kampanye  BBM oktan tinggi lebih baik  dan memaksa motor mengisi Pertamax. https://t.co/CNCQqbsqLM;['yasudahlah', 'mohon', 'sulit', 'berbulan', 'kesulitan', 'membeli', 'pertalite', 'solar', 'bph', 'migas', 'sibuk', 'kampanye', 'bbm', 'oktan', 'memaksa', 'motor', 'mengisi', 'pertamax'];['yasudahlah', 'mohon', 'sulit', 'sulit', 'beli', 'pertalite', 'solar', 'bph', 'migas', 'sibuk', 'kampanye', 'bbm', 'oktan', 'paksa', 'motor', 'isi', 'pertamax'];yasudahlah mohon sulit sulit beli pertalite solar bph migas sibuk kampanye bbm oktan paksa motor isi pertamax;9;1
@frozenyogirl Kan lebih mahal dr Pertamina beb;['mahal', 'beb'];['mahal', 'beb'];mahal beb;1;1
Resmi! Pertamina Naikkan Harga Pertalite Jadi Rp 10 ribu per Liter https://t.co/tXfpq3Sehs;['resmi', 'naikkan', 'harga', 'pertalite', 'ribu', 'liter'];['resmi', 'harga', 'pertalite', 'ribu', 'liter'];resmi harga pertalite ribu liter;5;1
@dabenone2 @tempodotco di Jogja Ono ne Pertamina kang ,blm ada saingan nya;['jogja', 'ono', 'kang', 'saingan', 'nya'];['jogja', 'ono', 'kang', 'saing', 'nya'];jogja ono kang saing nya;0;1
Kemaren pas beli BBM di SPBU Pertamina Cilandak, mobil depan Toyota Voxy tapi ngisinya Pertalite. Ngga sedikit pasti yang pemilik mobil yang kelakuannya kaya gitu. Dan yang kaya gitu-gitu yang bikin harga Pertalite dinaikin lagi.;['kemaren', 'pas', 'beli', 'bbm', 'spbu', 'cilandak', 'mobil', 'toyota', 'voxy', 'ngisinya', 'pertalite', 'pemilik', 'mobil', 'kelakuannya', 'kaya', 'gitu', 'kaya', 'gitu', 'gitu', 'harga', 'pertalite'];['kemaren', 'pas', 'beli', 'bbm', 'spbu', 'cilandak', 'mobil', 'toyota', 'voxy', 'ngisinya', 'pertalite', 'milik', 'mobil', 'laku', 'kaya', 'gitu', 'kaya', 'gitu', 'gitu', 'harga', 'pertalite'];kemaren pas beli bbm spbu cilandak mobil toyota voxy ngisinya pertalite milik mobil laku kaya gitu kaya gitu gitu harga pertalite;15;1
aku ngasi info ttg kenaikan harga bbm dengan screenshot an dari website pertamina dengan melampirkan link artikel lalu temanku membalas  iyo, naik beneran harganya, udah ada di lamtur ANJG, EFFORTKU PAKE WEB PERTAMINA KALAH SAMA LAMTUR;['info', 'ttg', 'kenaikan', 'harga', 'bbm', 'screenshot', 'website', 'melampirkan', 'link', 'artikel', 'temanku', 'membalas', 'iyo', 'beneran', 'harganya', 'lamtur', 'anjing', 'effortku', 'pake', 'web', 'kalah', 'lamtur'];['info', 'ttg', 'harga', 'bbm', 'screenshot', 'website', 'lampir', 'link', 'artikel', 'teman', 'balas', 'iyo', 'beneran', 'harga', 'lamtur', 'anjing', 'effortku', 'pake', 'web', 'kalah', 'lamtur'];info ttg harga bbm screenshot website lampir link artikel teman balas iyo beneran harga lamtur anjing effortku pake web kalah lamtur;-5;0
Pemerintah Resmi Naik Harga BBM, Ini Daftar Harganya di SPBU Pertamina https://t.co/bWwIZ4QiEE;['pemerintah', 'resmi', 'harga', 'bbm', 'daftar', 'harganya', 'spbu'];['perintah', 'resmi', 'harga', 'bbm', 'daftar', 'harga', 'spbu'];perintah resmi harga bbm daftar harga spbu;9;1
@CNNIndonesia Pertamina naik harga, SPBU sebelah ambil kesempatan turun harga, dahlah mending beralih ke Revvo89🥰 https://t.co/eC4e4mvaKG;['harga', 'spbu', 'sebelah', 'ambil', 'kesempatan', 'turun', 'harga', 'dahlah', 'mending', 'beralih', 'revvo'];['harga', 'spbu', 'belah', 'ambil', 'turun', 'harga', 'dah', 'mending', 'alih', 'revvo'];harga spbu belah ambil turun harga dah mending alih revvo;-4;0
BBM Naik, Ini Daftar Harga Terbaru dari Pertamina hingga Shell https://t.co/vWWh4u4PbH;['bbm', 'daftar', 'harga', 'terbaru', 'shell'];['bbm', 'daftar', 'harga', 'shell'];bbm daftar harga shell;4;1
Pemerintah resmi menaikkan harga BBM jenis Pertalite, Solar dan Pertamax. Harga Pertalite naik dari Rp 7.650 menjadi Rp 10.000 per liter, Solar menjadi Rp 6.800 per liter dan Pertamax naik menjadi Rp 14.500 per liter #ThePhraseID #KenaikanBBM #Pertamina https://t.co/Pnd3fctZN9;['pemerintah', 'resmi', 'menaikkan', 'harga', 'bbm', 'jenis', 'pertalite', 'solar', 'pertamax', 'harga', 'pertalite', 'liter', 'solar', 'liter', 'pertamax', 'liter', 'thephraseid', 'kenaikanbbm'];['perintah', 'resmi', 'harga', 'bbm', 'jenis', 'pertalite', 'solar', 'pertamax', 'harga', 'pertalite', 'liter', 'solar', 'liter', 'pertamax', 'liter', 'thephraseid', 'kenaikanbbm'];perintah resmi harga bbm jenis pertalite solar pertamax harga pertalite liter solar liter pertamax liter thephraseid kenaikanbbm;8;1
Anggota Samapta Aipda Inggrit Patroli dialogis dan himbauan kamtibmas di SPBU pertamina https://t.co/x2gp49pcW8 dalam Kebayoran Baru. @divisihumaspolri @humas.pmj @polres_metro_jakartaselatan   @ditbinmas.pmj  #polisijaksel #poldametrojaya #polres_metro_jakartaselatan https://t.co/UTt1ksMdYL;['anggota', 'samapta', 'aipda', 'inggrit', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polres_metro_jakartaselatan'];['anggota', 'samapta', 'aipda', 'inggrit', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polres metro jakartaselatan'];anggota samapta aipda inggrit patroli dialogis himbauan kamtibmas spbu kebayoran polisijaksel poldametrojaya polres metro jakartaselatan;-1;0
@_titik2d tapi spbu vivo tutupnya lebih cepet dari pertamina. ya mau mahal apa murah juga tetep dibeli wkwkwk;['spbu', 'tutupnya', 'cepet', 'mahal', 'murah', 'dibeli', 'wkwkwk'];['spbu', 'tutup', 'cepet', 'mahal', 'murah', 'beli', 'wkwkwk'];spbu tutup cepet mahal murah beli wkwkwk;9;1
@sjsfia @sanajinn @catchmeupid Gimana sih pelayanan yg juara itu, apa gk pke antre kayak Pertamina gtu? Maklum org udik gk ada shell disini;['gimana', 'sih', 'pelayanan', 'juara', 'pke', 'antri', 'kayak', 'gtu', 'maklum', 'orang', 'udik', 'shell'];['gimana', 'sih', 'layan', 'juara', 'pke', 'antri', 'kayak', 'gtu', 'maklum', 'orang', 'udik', 'shell'];gimana sih layan juara pke antri kayak gtu maklum orang udik shell;2;1
@_ekokuntadhi Ah masak sih mas? Bisa tekor donk pertamina jual pertamax 12.500 segitu lama.;['masak', 'sih', 'mas', 'tekor', 'jual', 'pertamax', 'segitu'];['masak', 'sih', 'mas', 'tekor', 'jual', 'pertamax', 'segitu'];masak sih mas tekor jual pertamax segitu;0;1
@BosTemlen @Dennysiregar7 Lagi browsing gunanya ahok kerja di pertamina;['browsing', 'gunanya', 'ahok', 'kerja'];['browsing', 'ahok', 'kerja'];browsing ahok kerja;2;1
26 Mei 2022 hari kenaikan isa al-masih, 3 September 2022 hari kenaikan BBM Pertamina, kayaknya mulai taun depan sampe seterusnya, tanggal 3 september perlu dijadiin tanggal merah deh ini. hahahahhaa;['mei', 'kenaikan', 'isa', 'september', 'kenaikan', 'bbm', 'kayaknya', 'taun', 'tanggal', 'september', 'tanggal', 'merah', 'deh', 'hahahahhaa'];['mei', 'isa', 'september', 'bbm', 'kayak', 'taun', 'tanggal', 'september', 'tanggal', 'merah', 'deh', 'hahahahhaa'];mei isa september bbm kayak taun tanggal september tanggal merah deh hahahahhaa;-12;0
@tvOneNews Sebenarnya jauh lebih elok, jika yang kendaraan roda 4 tak boleh lagi beli pertalite. Hanya motor saja yang boleh dan itu harus pake my Pertamina... Trus di aplikasi di pasang ketentuan Kalo sudah beli, gak bisa beli lagi di hari yang sama.;['elok', 'kendaraan', 'roda', 'beli', 'pertalite', 'motor', 'pake', 'aplikasi', 'pasang', 'ketentuan', 'beli', 'beli'];['elok', 'kendara', 'roda', 'beli', 'pertalite', 'motor', 'pake', 'aplikasi', 'pasang', 'beli', 'beli'];elok kendara roda beli pertalite motor pake aplikasi pasang beli beli;1;1
🗣️: Harga produk pertamina naek, nah gaji direksinya naek juga nggk tuh?? Eh,. 🕵️: Malah nurunin gaji, kan direksi para pemerintahan konoha selalu respect terhadap kondisi rakyatnya. Chuuakkssss...;['harga', 'produk', 'gaji', 'direksinya', 'turun', 'gaji', 'direksi', 'pemerintahan', 'konoha', 'respect', 'kondisi', 'rakyatnya', 'chuuakkssss'];['harga', 'produk', 'gaji', 'direksi', 'turun', 'gaji', 'direksi', 'perintah', 'konoha', 'respect', 'kondisi', 'rakyat', 'chuuakkssss'];harga produk gaji direksi turun gaji direksi perintah konoha respect kondisi rakyat chuuakkssss;1;1
Arifin menyebutkan, PT Pertamina (Persero) sedang menyiapkan sistem pengawasan tersebut dengan teknologi digital. https://t.co/vRLkuccjCW;['arifin', 'persero', 'sistem', 'pengawasan', 'teknologi', 'digital'];['arifin', 'persero', 'sistem', 'awas', 'teknologi', 'digital'];arifin persero sistem awas teknologi digital;0;1
@CNNIndonesia @pertamina @jokowi @DPR_RI boleh kami tau alasan yang begitu baik sehingga pemerintah menaikkan harga BBM bersubsidi?;['tau', 'alasan', 'pemerintah', 'menaikkan', 'harga', 'bbm', 'bersubsidi'];['tau', 'alas', 'perintah', 'harga', 'bbm', 'subsidi'];tau alas perintah harga bbm subsidi;-1;0
Abis ngantri di pertamina wkwkwkwk kayak uang kaget jujur rame banget pombensin 🤣🤣🤣;['abis', 'ngantri', 'wkwkwkwk', 'kayak', 'uang', 'kaget', 'jujur', 'rame', 'banget', 'spbu'];['abis', 'ngantri', 'wkwkwkwk', 'kayak', 'uang', 'kaget', 'jujur', 'rame', 'banget', 'spbu'];abis ngantri wkwkwkwk kayak uang kaget jujur rame banget spbu;8;1
@Akun___Receh @kemenkeu @jokowi @pertamina @basuki_btp Tunggu aja demonya🤦‍♀️;['tunggu', 'demonya'];['tunggu', 'demo'];tunggu demo;-2;0
Kenapa Bukan Reschedule Program dlm APBN?  @jokowi @Kiyai_MarufAmin @BappenasRI @KemenkeuRI @bpkri @KPK_RI @KejaksaanRI @DivHumas_Polri @ojkindonesia @lps_idic @ITBP_official @Unair_Official @pertamina @KementerianESDM @iai https://t.co/jLklQIE8Fb;['reschedule', 'program', 'dlm', 'apbn'];['reschedule', 'program', 'dlm', 'apbn'];reschedule program dlm apbn;0;1
Antrean di SPBU milik Pertamina langsung mengular tak lama usai Presiden Jokowi mengumumkan harga BBM naik. https://t.co/gv6jwzsuNJ;['antrian', 'spbu', 'milik', 'langsung', 'mengular', 'presiden', 'jokowi', 'mengumumkan', 'harga', 'bbm'];['antri', 'spbu', 'milik', 'langsung', 'ular', 'presiden', 'jokowi', 'harga', 'bbm'];antri spbu milik langsung ular presiden jokowi harga bbm;10;1
Semua jalan yang ada spbu Pertamina terpantau macet wkwkwk;['jalan', 'spbu', 'terpantau', 'macet', 'wkwkwk'];['jalan', 'spbu', 'pantau', 'macet', 'wkwkwk'];jalan spbu pantau macet wkwkwk;5;1
Bhabinkamtibmas Kramat pela Aiptu Suratin Patroli dialogis dan himbauan kamtibmas di SPBU pertamina jl.gandaria 1 Kebayoran Baru. @divisihumaspolri @humas.pmj @polres_metro_jakartaselatan  @ditbinmas.pmj  #polisijaksel #poldametrojaya #polripresisi #polres_metro_jakartaselatan https://t.co/NKmDHm6cBm;['bhabinkamtibmas', 'kramat', 'pela', 'aiptu', 'surat', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'gandaria', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polripresisi', 'polres_metro_jakartaselatan'];['bhabinkamtibmas', 'kramat', 'pela', 'aiptu', 'surat', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'gandaria', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polripresisi', 'polres metro jakartaselatan'];bhabinkamtibmas kramat pela aiptu surat patroli dialogis himbauan kamtibmas spbu gandaria kebayoran polisijaksel poldametrojaya polripresisi polres metro jakartaselatan;2;1
@asumsico Pas baca tread asumsi kalo pertamax naik,langsung buru buru ke pertamina buat isi, thx min irit 20ribu🙏 btw sampe pertamina menit2 trahkir pas masuk sana kebetulan bgt petugas ny langsung tutup pake tali buat naikin harga😂😂 https://t.co/vWinCE0EHt;['pas', 'baca', 'tread', 'asumsi', 'pertamax', 'langsung', 'buru', 'buru', 'isi', 'thx', 'admin', 'irit', 'ribu', 'btw', 'menit', 'trahkir', 'pas', 'masuk', 'banget', 'petugas', 'langsung', 'tutup', 'pake', 'tali', 'harga'];['pas', 'baca', 'tread', 'asumsi', 'pertamax', 'langsung', 'buru', 'buru', 'isi', 'thx', 'admin', 'irit', 'ribu', 'btw', 'menit', 'trahkir', 'pas', 'masuk', 'banget', 'tugas', 'langsung', 'tutup', 'pake', 'tali', 'harga'];pas baca tread asumsi pertamax langsung buru buru isi thx admin irit ribu btw menit trahkir pas masuk banget tugas langsung tutup pake tali harga;16;1
@ipankvand07 @kingquotes618 @NarasiNewsroom BBM swasta dilarang harga nya lebih murah di banding pertamina.;['bbm', 'swasta', 'dilarang', 'harga', 'nya', 'murah', 'banding'];['bbm', 'swasta', 'larang', 'harga', 'nya', 'murah', 'banding'];bbm swasta larang harga nya murah banding;6;1
Member sahabat pertamina⛽;['member', 'sahabat'];['member', 'sahabat'];member sahabat;4;1
Tenang, Pertamina Patra Niaga Pastikan Stok BBM Bersubsidi untuk Masyarakat Aman https://t.co/kaSR69dFme;['tenang', 'patra', 'niaga', 'pastikan', 'stok', 'bbm', 'bersubsidi', 'masyarakat', 'aman'];['tenang', 'patra', 'niaga', 'stok', 'bbm', 'subsidi', 'masyarakat', 'aman'];tenang patra niaga stok bbm subsidi masyarakat aman;2;1
Solar mundak koyoke sing paling aman PO sing kenal apik pertamina. 😀;['solar', 'mundak', 'koyoke', 'sing', 'aman', 'sing', 'kenal', 'bagus'];['solar', 'mundak', 'koyoke', 'sing', 'aman', 'sing', 'kenal', 'bagus'];solar mundak koyoke sing aman sing kenal bagus;15;1
Pertamina Pastikan Stok BBM Subsidi Aman https://t.co/yr0ZlLxDIX;['pastikan', 'stok', 'bbm', 'subsidi', 'aman'];['stok', 'bbm', 'subsidi', 'aman'];stok bbm subsidi aman;-3;0
@_ekokuntadhi @herirwidjaja Lah kalau begitu kenapa Megawati nangis  ketika jaman SBY naik cuman 500 perak, kan yang nutupi Pertamina bukan Megawati segala bawa  wong cilik lagi, nyatanya sekarang gimana ke wong cilik ? BBM sekarang naik lebih dari seribu Megawati bilang jangan cengeng, kocak lu BuzzerRP;['megawati', 'nangis', 'jaman', 'sby', 'cuman', 'perak', 'nutupi', 'megawati', 'bawa', 'cilik', 'gimana', 'cilik', 'bbm', 'seribu', 'megawati', 'bilang', 'cengeng', 'kocak', 'buzzerrp'];['megawati', 'nang', 'jaman', 'sby', 'cuman', 'perak', 'nutupi', 'megawati', 'bawa', 'cilik', 'gimana', 'cilik', 'bbm', 'ribu', 'megawati', 'bilang', 'cengeng', 'kocak', 'buzzerrp'];megawati nang jaman sby cuman perak nutupi megawati bawa cilik gimana cilik bbm ribu megawati bilang cengeng kocak buzzerrp;-11;0
Parah sumpah perusahaan sebelah petronas malah nurunin bbmnya ini pertamina malah naikin bbmnya wkwk padahal petronas ron 95 di malaysia cuma 6000 wkwkwkw asuuuuu sih klo yang masih mau milih banteng di 2024;['parah', 'sumpah', 'perusahaan', 'sebelah', 'petronas', 'turun', 'bbmnya', 'bbmnya', 'wkwk', 'petronas', 'ron', 'malaysia', 'wkwkwkw', 'anjing', 'sih', 'milih', 'banteng'];['parah', 'sumpah', 'usaha', 'belah', 'petronas', 'turun', 'bbmnya', 'bbmnya', 'wkwk', 'petronas', 'ron', 'malaysia', 'wkwkwkw', 'anjing', 'sih', 'milih', 'banteng'];parah sumpah usaha belah petronas turun bbmnya bbmnya wkwk petronas ron malaysia wkwkwkw anjing sih milih banteng;-14;0
Terprank pertamina lg gaes?;['terprank', 'gaes'];['terprank', 'gaes'];terprank gaes;0;1
Pertamina Patra Niaga memastikan ketersediaan stok bahan bakar minyak (BBM) bersubsidi bagi masyarakat aman #Pertamina https://t.co/nHMVMhbCGN;['patra', 'niaga', 'ketersediaan', 'stok', 'bahan', 'bakar', 'minyak', 'bbm', 'bersubsidi', 'masyarakat', 'aman'];['patra', 'niaga', 'sedia', 'stok', 'bahan', 'bakar', 'minyak', 'bbm', 'subsidi', 'masyarakat', 'aman'];patra niaga sedia stok bahan bakar minyak bbm subsidi masyarakat aman;-3;0
@eLganufa Susah bang, karena Pertamina pinter juga bikin aturan, swasta ga boleh jual di bawah harga pertamina terus izin pendirian juga ga bisa semua tempat, kalo bisa mah, kemungkinan besar waktu pandemi awal Pertamina bernasib kaya geruda mungkin..... ngaoahahahhahahaha;['susah', 'bang', 'pinter', 'aturan', 'swasta', 'jual', 'harga', nan, 'pendirian', 'mah', 'pandemi', 'bernasib', 'kaya', 'geruda', 'ngaoahahahhahahaha'];['susah', 'bang', 'pinter', 'atur', 'swasta', 'jual', 'harga', 'nan', 'mah', 'pandemi', 'nasib', 'kaya', 'geruda', 'ngaoahahahhahahaha'];susah bang pinter atur swasta jual harga nan mah pandemi nasib kaya geruda ngaoahahahhahahaha;7;1
@KompasTV apa kah aplikasi my Pertamina masih berlaku wkwkwkw. atau hanya pengalihan isu wae;['kah', 'aplikasi', 'berlaku', 'wkwkwkw', 'pengalihan', 'isu'];['kah', 'aplikasi', 'laku', 'wkwkwkw', 'alih', 'isu'];kah aplikasi laku wkwkwkw alih isu;-5;0
kalau emg kmren subsidi ga tepat sasaran ya benerin biar tepat, kirain ada my Pertamina buat benerin, tp ternyata lebih memilih jalan pintas dengan menaikan harga.;['kmren', 'subsidi', 'sasaran', 'biar', 'memilih', 'jalan', 'pintas', 'menaikan', 'harga'];['kmren', 'subsidi', 'sasar', 'biar', 'pilih', 'jalan', 'pintas', 'harga'];kmren subsidi sasar biar pilih jalan pintas harga;2;1
Pertamina Pastikan Ketersediaan Stok Pertalite dan Solar Aman https://t.co/w0Iwnyigsj;['pastikan', 'ketersediaan', 'stok', 'pertalite', 'solar', 'aman'];['sedia', 'stok', 'pertalite', 'solar', 'aman'];sedia stok pertalite solar aman;-1;0
pertamina ga ada program diskon apa yach;['program', 'diskon', 'yach'];['program', 'diskon', 'yach'];program diskon yach;2;1
Kelangaan di Ambon, Pertamina : Stok Minyak Tanah Aman Hingga Satu Bulan https://t.co/X2iafIeaWb;['kelangaan', 'ambon', 'stok', 'minyak', 'tanah', 'aman'];['kelangaan', 'ambon', 'stok', 'minyak', 'tanah', 'aman'];kelangaan ambon stok minyak tanah aman;-3;0
@panditfootball Pengguna Mio karbu Sudah jadi besti toxic Pertamina 😭;['pengguna', 'mio', 'karbu', 'besti', 'toxic'];['mio', 'karbu', 'besti', 'toxic'];mio karbu besti toxic;0;1
